TM,PCO2,pH,SO,CL,BSW,MMCFD,HCO3,BOPD,BWPD,FE,PS,CA,Defect_Depth,Pipe_type
43.872,0.27,7.334,16.926,3831.739,0.559,12.286,1976.831,1023.796,5692.543,1.437,603.378,0.514,0.193,Pipe_3
46.319,0.154,7.783,20.963,3646.961,0.407,6.129,2853.53,380.757,7348.621,0.888,558.699,0.803,0.142,Pipe_2
64.874,0.542,6.586,63.61,6920.753,0.895,9.876,634.434,1257.393,9181.935,0.601,1723.055,2.375,1.077,Pipe_2
34.384,0.084,8.528,5.529,765.856,0.407,14.696,3934.948,600.894,2104.553,2.564,424.06,0.124,0.11,Pipe_2
61.998,0.581,6.876,64.29,7145.839,0.739,6.152,1442.731,505.353,8587.976,0.187,1944.919,2.306,1.417,Pipe_2
34.776,0.02,8.564,6.086,2581.974,0.33,12.972,4100.066,303.248,2823.223,1.876,144.716,0.135,0.118,Pipe_1
45.907,0.176,7.635,34.522,3608.27,0.413,10.801,2302.378,173.251,3563.266,0.733,559.816,0.639,0.2,Pipe_1
46.848,0.246,7.071,17.811,3592.63,0.413,13.461,1971.077,703.211,6574.992,1.347,516.299,0.882,0.153,Pipe_2
32.933,0.128,8.279,3.023,1304.767,0.396,14.115,4090.328,1093.093,214.36,1.969,498.279,0.091,0.068,Pipe_2
33.29,0.027,8.454,12.978,2989.404,0.067,10.974,3644.787,952.944,5453.672,2.104,105.44,0.113,0.087,Pipe_2
23.828,0.03,8.179,14.055,335.923,0.131,11.2,3568.735,1176.821,6371.814,2.149,500.307,0.059,0.073,Pipe_2
44.309,0.281,7.46,29.732,3004.931,0.528,9.415,2837.374,145.139,8665.505,1.448,730.675,0.937,0.177,Pipe_1
38.234,0.344,7.625,26.035,3654.355,0.485,6.225,2812.731,596.674,4765.546,1.279,712.504,0.999,0.16,Pipe_2
36.798,0.088,8.3,10.38,461.247,0.055,8.068,3622.357,241.21,1185.839,2.555,75.484,0.061,0.096,Pipe_1
49.095,0.386,7.358,31.168,3937.753,0.406,11.701,1909.577,659.313,4189.58,0.825,628.485,0.274,0.224,Pipe_2
61.796,0.492,6.677,44.874,7284.548,0.863,13.259,287.682,1446.913,629.795,0.459,1873.661,2.123,1.342,Pipe_3
49.115,0.374,7.887,29.741,3692.733,0.483,15.295,2089.78,1107.634,1875.628,1.389,575.503,0.202,0.165,Pipe_2
25.427,0.115,8.122,11.28,906.038,0.409,10.884,3910.824,502.823,7596.018,2.364,207.937,0.068,0.104,Pipe_3
33.247,0.07,8.081,5.06,639.498,0.48,4.403,3956.694,392.139,5023.478,2.757,156.478,0.05,0.102,Pipe_1
51.846,0.468,6.969,44.29,4523.922,0.807,6.296,1656.587,268.016,4370.721,0.262,1423.822,2.0,1.281,Pipe_1
22.151,0.095,8.083,9.577,2982.307,0.091,4.424,3564.844,1510.25,6543.274,2.124,347.005,0.088,0.096,Pipe_1
44.633,0.253,7.68,16.258,3472.478,0.447,10.269,2278.997,1110.954,4713.628,1.285,685.059,0.463,0.135,Pipe_1
25.78,0.118,8.239,6.418,2512.556,0.439,7.681,3582.778,1191.372,2677.706,2.105,424.582,0.097,0.087,Pipe_1
44.772,0.204,7.526,28.296,3447.14,0.502,11.424,1879.815,443.389,7174.049,1.293,741.574,0.893,0.243,Pipe_2
44.787,0.258,7.631,27.636,3681.011,0.581,9.371,2212.526,995.236,7421.616,1.003,557.624,0.272,0.199,Pipe_1
35.769,0.012,8.35,13.457,1943.367,0.206,8.859,3944.31,1225.952,7683.646,2.159,308.158,0.141,0.12,Pipe_1
46.463,0.308,7.732,29.234,3950.685,0.588,0.759,2546.107,1160.007,8720.707,0.929,732.878,1.103,0.201,Pipe_2
38.816,0.319,7.659,30.101,3073.751,0.595,15.707,2437.698,597.876,9184.397,1.49,661.233,0.804,0.135,Pipe_2
45.48,0.291,7.053,33.442,3696.981,0.583,17.476,2353.475,1088.493,2694.931,1.303,705.93,0.453,0.168,Pipe_3
63.811,0.582,6.792,49.159,4404.108,0.878,17.175,1634.138,681.387,4345.415,0.527,1347.228,2.43,0.779,Pipe_1
33.176,0.05,8.056,12.55,1107.711,0.421,2.354,4086.696,968.323,7024.242,2.17,67.492,0.066,0.103,Pipe_2
41.111,0.292,7.975,19.996,3444.374,0.466,6.347,2217.861,211.454,5099.918,1.279,737.848,0.927,0.216,Pipe_1
30.942,0.041,8.257,13.437,929.537,0.27,7.382,3752.83,877.497,7048.428,2.612,353.36,0.063,0.094,Pipe_1
32.816,0.098,8.236,8.452,132.101,0.396,1.089,3760.413,1042.528,5550.242,2.658,459.282,0.135,0.067,Pipe_2
64.705,0.522,6.622,57.255,4619.395,0.871,10.908,747.478,1139.785,7658.377,0.115,1670.944,2.349,0.446,Pipe_2
58.299,0.569,6.275,53.612,6654.806,0.827,14.877,1146.84,1280.62,7976.889,0.624,2030.98,2.379,0.909,Pipe_3
34.219,0.06,8.076,13.646,2127.261,0.292,11.718,3982.295,1547.759,3518.46,1.95,413.704,0.126,0.101,Pipe_3
60.747,0.578,6.43,46.211,6945.583,0.847,10.061,1383.047,1315.802,7954.342,0.228,1168.502,2.203,1.258,Pipe_3
21.49,0.111,8.142,11.047,1543.337,0.181,3.964,3610.103,1350.66,1661.298,2.537,220.42,0.026,0.107,Pipe_1
42.949,0.208,7.235,38.128,3784.051,0.438,12.209,2480.204,1436.085,8266.879,1.402,745.262,0.586,0.192,Pipe_2
34.784,0.077,8.253,11.381,1644.596,0.07,9.875,3826.307,711.142,5799.224,2.551,342.951,0.043,0.087,Pipe_2
39.662,0.151,7.456,23.158,3138.211,0.565,10.552,2893.548,132.352,8511.657,1.432,667.792,1.019,0.14,Pipe_3
22.507,0.113,8.142,7.658,801.023,0.383,0.874,3846.621,1267.868,6035.563,2.019,109.223,0.079,0.064,Pipe_3
33.951,0.09,8.518,4.912,2072.913,0.062,14.491,3626.343,489.115,5049.022,2.454,115.853,0.103,0.054,Pipe_1
33.616,0.022,8.044,14.648,2309.699,0.326,14.09,4038.037,788.479,7113.461,1.969,78.204,0.052,0.068,Pipe_2
63.814,0.572,6.312,47.219,4031.385,0.876,16.815,700.518,935.246,1692.06,0.177,1476.672,2.488,1.377,Pipe_1
27.326,0.085,8.212,11.191,2006.319,0.248,15.39,3597.682,1075.731,86.071,2.418,295.697,0.064,0.128,Pipe_3
55.792,0.541,6.436,51.277,7335.731,0.868,6.606,564.531,459.142,4164.74,0.267,1594.338,2.388,0.976,Pipe_1
58.945,0.524,6.365,60.298,4196.993,0.782,16.662,1063.483,594.162,976.954,0.125,1070.264,2.417,1.003,Pipe_1
43.612,0.215,7.302,36.192,3798.142,0.555,2.818,1803.291,340.776,5101.014,1.12,520.377,0.445,0.13,Pipe_1
29.081,0.052,8.013,9.074,2081.643,0.07,8.91,3569.859,1457.824,2558.581,2.598,249.537,0.127,0.059,Pipe_3
25.165,0.044,8.297,11.222,2666.919,0.295,6.182,3812.542,811.159,759.679,2.161,203.169,0.029,0.08,Pipe_1
44.628,0.418,7.197,17.159,3144.361,0.515,15.442,2284.872,1010.227,8150.491,0.87,700.049,0.613,0.198,Pipe_2
40.371,0.344,7.97,30.036,3430.228,0.53,11.731,2461.183,1362.8,9282.428,0.925,616.881,0.285,0.205,Pipe_3
41.11,0.197,7.634,36.66,3966.491,0.451,10.297,2844.186,639.52,3297.171,1.029,674.078,0.246,0.24,Pipe_3
68.629,0.511,6.692,43.335,4345.288,0.739,2.79,692.282,1145.157,1052.759,0.159,1044.465,2.208,1.304,Pipe_2
39.824,0.193,7.473,34.155,3875.275,0.538,11.073,2862.265,1436.591,5382.103,0.934,693.0,0.916,0.216,Pipe_3
40.774,0.34,7.07,28.003,3624.089,0.476,0.558,1749.451,904.754,9190.04,1.148,617.676,0.354,0.181,Pipe_1
48.838,0.174,7.701,21.665,3205.242,0.497,8.318,2248.334,949.64,9319.647,1.448,562.901,0.487,0.211,Pipe_3
45.997,0.424,7.417,29.238,3275.319,0.429,12.041,2885.32,1522.375,112.589,1.342,552.539,0.726,0.196,Pipe_1
21.556,0.017,8.432,7.535,1503.715,0.338,6.144,3874.075,1466.684,6081.703,2.186,241.611,0.105,0.083,Pipe_2
23.467,0.073,8.269,2.516,2740.205,0.215,12.772,4086.007,177.942,4215.33,2.357,263.069,0.134,0.064,Pipe_1
43.894,0.265,7.571,30.997,3906.709,0.556,13.334,2828.426,1534.261,8082.622,1.439,603.921,0.324,0.238,Pipe_2
38.629,0.155,7.766,23.801,3505.848,0.52,11.498,2457.427,1028.572,5990.717,0.775,708.003,0.682,0.166,Pipe_3
21.762,0.039,8.429,11.912,2070.874,0.481,4.381,3958.315,1055.35,6785.65,2.665,350.223,0.041,0.083,Pipe_1
38.111,0.408,7.908,39.84,3213.422,0.517,2.774,1924.997,1536.91,3412.412,1.134,528.622,0.433,0.144,Pipe_3
41.72,0.213,7.912,39.984,3512.288,0.413,17.392,1850.672,426.906,7836.161,1.342,554.751,0.822,0.212,Pipe_1
36.868,0.13,8.302,3.593,2677.695,0.335,4.132,4187.456,600.002,6178.761,2.669,115.636,0.073,0.109,Pipe_3
72.322,0.469,6.303,51.876,3604.435,0.73,0.321,602.333,170.871,2688.031,0.681,1284.966,2.001,0.929,Pipe_3
46.069,0.258,7.177,19.602,3505.602,0.468,13.513,2190.57,384.404,7678.739,1.197,642.17,0.673,0.17,Pipe_2
27.875,0.011,8.172,9.641,2566.395,0.377,16.798,3539.54,1549.529,1123.279,2.503,308.997,0.065,0.127,Pipe_1
67.114,0.512,6.631,50.523,5068.287,0.836,13.011,182.838,475.993,9291.571,0.399,1925.401,2.278,0.532,Pipe_3
53.179,0.536,6.926,60.078,5008.11,0.858,9.356,1422.362,274.061,3522.444,0.24,1079.187,2.484,1.184,Pipe_3
31.748,0.114,8.381,14.274,1844.202,0.094,16.91,4105.614,1547.716,2712.875,2.125,486.841,0.08,0.117,Pipe_3
29.991,0.108,8.524,8.398,2333.235,0.122,11.386,4187.31,828.509,5579.418,2.574,412.508,0.148,0.094,Pipe_2
40.201,0.357,7.162,16.102,3055.459,0.575,1.85,1736.457,923.145,8937.248,1.258,566.822,0.681,0.16,Pipe_1
41.908,0.29,7.619,28.38,3079.58,0.473,7.155,2883.277,169.655,2802.376,0.812,646.44,0.985,0.192,Pipe_1
38.185,0.328,7.768,38.581,3122.954,0.544,17.486,2091.915,175.944,2938.667,0.718,585.102,0.822,0.247,Pipe_3
44.139,0.168,7.174,17.462,3816.65,0.414,6.665,2601.511,421.838,3470.759,0.779,647.191,1.072,0.148,Pipe_1
46.909,0.167,7.982,21.88,3721.535,0.599,6.964,2785.947,1268.534,4543.587,0.869,597.904,0.409,0.236,Pipe_1
66.181,0.478,6.445,44.962,6431.475,0.837,11.135,249.247,197.509,5267.742,0.108,1613.906,2.285,1.152,Pipe_2
30.052,0.11,8.451,7.777,2991.62,0.326,4.591,3635.664,1471.16,3552.951,1.935,84.483,0.123,0.106,Pipe_2
47.997,0.41,7.739,37.328,3916.115,0.501,11.977,1811.11,484.818,5243.612,1.418,694.895,0.814,0.249,Pipe_1
40.08,0.39,7.87,36.057,3851.123,0.418,2.889,1723.895,1301.189,8578.422,1.424,746.156,0.919,0.209,Pipe_3
29.751,0.084,8.556,6.277,1417.046,0.333,14.028,4127.726,986.011,8270.805,2.384,354.24,0.093,0.053,Pipe_1
39.091,0.214,7.249,16.837,3199.474,0.47,6.145,2486.058,753.471,6731.789,0.768,663.209,0.348,0.141,Pipe_1
70.502,0.514,6.966,63.159,6345.22,0.755,6.421,1600.898,1436.812,3382.665,0.455,1690.132,2.065,1.015,Pipe_1
31.986,0.111,8.5,10.367,2119.965,0.223,7.784,3653.402,1089.51,4879.945,2.658,236.783,0.065,0.083,Pipe_1
29.686,0.106,8.043,14.832,772.415,0.066,7.572,3829.642,1233.011,5393.536,2.073,114.389,0.046,0.064,Pipe_2
61.611,0.46,6.452,64.601,6851.754,0.896,5.803,1047.874,394.976,7061.467,0.542,1142.733,2.048,0.608,Pipe_1
58.871,0.55,6.718,48.432,4784.653,0.864,8.859,1278.071,196.447,7425.779,0.29,1534.051,2.329,1.037,Pipe_2
25.395,0.129,8.05,13.828,2372.017,0.417,12.546,4127.278,480.082,8397.531,2.174,265.074,0.085,0.069,Pipe_3
60.792,0.516,6.249,55.446,6977.285,0.872,15.619,1215.845,1047.402,2314.082,0.326,2022.464,2.051,0.752,Pipe_3
62.271,0.484,6.685,47.316,3745.041,0.779,9.347,976.141,751.436,153.908,0.16,1129.249,2.05,0.431,Pipe_3
46.624,0.264,7.239,30.656,3329.015,0.584,6.765,1765.904,931.991,36.844,1.123,588.034,0.757,0.203,Pipe_1
46.197,0.301,7.396,25.774,3873.98,0.465,12.381,2348.625,1077.328,2813.647,1.041,636.901,0.561,0.133,Pipe_1
56.338,0.565,6.452,56.566,5985.927,0.811,9.922,1554.982,679.097,2358.684,0.488,1036.056,2.141,0.881,Pipe_2
38.152,0.239,7.849,22.759,3763.186,0.473,3.095,1757.364,1165.828,2137.929,1.248,544.616,0.658,0.144,Pipe_2
48.301,0.359,7.603,38.165,3154.178,0.435,16.175,2288.807,433.571,9084.383,1.21,641.871,0.26,0.236,Pipe_3
59.317,0.497,6.339,50.568,3774.12,0.895,15.066,486.063,1537.454,2733.696,0.482,1081.315,2.356,0.758,Pipe_2
67.987,0.494,6.333,50.917,5312.418,0.866,4.157,363.265,849.078,7987.631,0.65,1778.128,2.194,1.44,Pipe_2
58.302,0.488,6.31,46.029,4048.906,0.837,15.541,612.681,1371.265,2310.133,0.591,1858.162,2.446,0.306,Pipe_3
33.154,0.104,8.316,12.723,481.939,0.088,11.185,3563.807,225.162,1694.836,2.266,111.983,0.07,0.056,Pipe_1
71.918,0.512,6.673,53.508,6971.149,0.856,13.723,893.624,747.775,9045.405,0.467,1253.354,2.474,0.414,Pipe_2
25.78,0.118,8.239,6.418,2512.556,0.439,7.681,3582.778,1191.372,2677.706,2.105,424.582,0.097,0.087,Pipe_3
34.657,0.036,8.009,11.107,2150.073,0.451,11.559,4021.212,716.23,6091.66,1.896,141.182,0.094,0.054,Pipe_1
22.031,0.086,8.551,13.338,1632.232,0.085,12.16,3766.967,202.58,8002.662,1.967,198.27,0.041,0.096,Pipe_1
44.906,0.208,7.306,15.896,3517.104,0.484,7.096,2735.954,1032.141,5388.897,0.747,592.768,0.324,0.213,Pipe_2
40.988,0.3,7.931,21.584,3654.038,0.452,9.492,2490.029,1299.678,4323.801,1.462,745.765,0.514,0.239,Pipe_3
32.43,0.107,8.518,11.128,1440.333,0.172,3.695,3974.194,985.586,824.25,2.208,359.104,0.128,0.067,Pipe_2
45.485,0.225,7.37,28.507,3770.756,0.59,1.022,1913.2,791.229,6932.871,1.365,628.566,0.475,0.167,Pipe_3
46.41,0.389,7.776,39.405,3544.408,0.546,15.541,2199.478,1404.159,5946.27,0.996,607.66,0.489,0.14,Pipe_1
24.017,0.064,8.32,12.818,777.613,0.022,14.415,3500.039,457.678,2394.079,2.459,393.909,0.042,0.098,Pipe_1
39.197,0.19,7.112,34.066,3355.451,0.405,5.77,2380.243,1090.308,1115.463,0.976,730.239,0.357,0.217,Pipe_1
48.838,0.351,7.72,16.628,3041.1,0.557,9.4,2468.476,1408.769,3966.8,0.759,668.742,0.787,0.249,Pipe_1
31.809,0.034,8.136,3.366,2837.5,0.145,5.606,3694.618,776.222,3632.042,2.281,112.319,0.112,0.066,Pipe_1
24.948,0.112,8.109,6.657,1855.649,0.322,8.928,3561.153,832.33,6672.674,2.677,403.041,0.085,0.087,Pipe_3
49.715,0.235,7.337,29.097,3929.762,0.587,1.165,1704.067,404.574,3194.166,0.742,672.733,0.511,0.202,Pipe_1
28.704,0.089,8.131,12.398,2872.741,0.013,14.896,4173.819,815.083,5786.787,1.827,344.398,0.034,0.098,Pipe_3
47.311,0.422,7.977,31.125,3875.559,0.492,1.261,1846.246,1166.849,6412.194,1.198,602.327,0.668,0.196,Pipe_1
67.461,0.604,6.241,62.911,5973.65,0.858,6.163,1161.496,219.556,4769.704,0.652,1167.197,2.256,1.526,Pipe_2
25.046,0.065,8.261,2.716,2595.192,0.165,17.128,3537.217,442.07,4208.053,1.916,240.409,0.135,0.058,Pipe_2
40.43,0.342,7.974,34.081,3327.13,0.456,7.463,2083.188,1285.834,8251.776,0.712,672.003,0.361,0.197,Pipe_2
62.903,0.589,6.896,41.092,4290.763,0.751,2.464,298.469,1371.17,2928.067,0.497,1329.441,2.351,1.253,Pipe_2
36.345,0.067,8.263,5.458,1825.993,0.152,8.622,3980.348,326.777,8032.547,2.611,164.805,0.132,0.095,Pipe_1
38.437,0.305,7.478,29.918,3172.098,0.539,2.59,2517.598,1337.678,3167.397,0.727,658.996,0.256,0.169,Pipe_1
46.036,0.284,7.123,17.415,3480.29,0.469,10.538,1881.967,1512.993,3512.004,0.931,524.175,0.861,0.152,Pipe_3
66.743,0.555,6.945,56.328,7340.158,0.798,7.089,1284.865,1302.387,7253.641,0.315,1168.943,2.287,1.219,Pipe_2
25.985,0.062,8.491,7.888,2481.812,0.252,11.742,3809.919,434.331,7218.107,2.726,283.956,0.06,0.076,Pipe_2
57.464,0.553,6.641,55.44,3674.028,0.731,11.284,1698.433,316.985,5778.544,0.615,1096.428,2.31,0.608,Pipe_1
40.966,0.242,7.668,39.459,3564.015,0.525,17.112,2484.276,1181.978,9202.888,1.042,712.586,0.45,0.154,Pipe_3
36.553,0.036,8.381,14.195,2496.689,0.435,12.837,3998.902,165.788,252.518,2.771,468.532,0.139,0.114,Pipe_3
24.543,0.114,8.077,12.237,143.984,0.143,16.798,4092.575,1360.939,6372.485,2.231,377.002,0.09,0.053,Pipe_1
73.067,0.505,6.383,42.617,5151.477,0.731,8.964,547.064,434.004,5412.354,0.448,1189.616,2.427,1.258,Pipe_1
52.317,0.553,6.428,47.739,6361.055,0.707,4.599,320.079,347.929,8521.913,0.337,1260.238,2.146,0.955,Pipe_1
66.887,0.551,6.764,61.613,7033.24,0.816,5.62,741.348,886.411,6404.09,0.429,1805.228,2.063,1.451,Pipe_1
27.137,0.07,8.133,8.79,2196.861,0.151,6.056,3801.487,1402.868,2609.807,2.768,499.046,0.088,0.062,Pipe_2
23.696,0.107,8.419,8.334,963.906,0.144,4.804,3819.447,371.011,706.663,2.744,197.037,0.036,0.065,Pipe_1
47.803,0.404,7.364,37.219,3528.704,0.515,7.074,2391.362,817.528,896.795,0.739,583.019,0.979,0.159,Pipe_3
63.236,0.566,6.883,52.159,6954.972,0.834,14.246,854.72,341.383,4173.324,0.583,1840.806,2.259,0.336,Pipe_1
53.518,0.481,6.813,47.343,7203.972,0.853,12.998,1288.106,285.263,7739.127,0.471,1425.13,2.338,1.466,Pipe_1
25.729,0.109,8.537,13.482,752.64,0.157,1.541,3671.531,1299.219,1345.222,2.408,375.793,0.078,0.09,Pipe_3
41.545,0.386,7.281,35.487,3237.974,0.525,5.191,2389.545,1410.808,7570.503,0.736,659.371,0.241,0.139,Pipe_2
69.991,0.454,6.785,58.011,3646.49,0.728,3.0,1342.728,405.472,8970.126,0.142,1884.364,2.034,0.323,Pipe_1
45.826,0.246,7.947,22.009,3585.05,0.422,1.369,1772.432,748.888,3835.571,1.329,547.009,0.838,0.208,Pipe_1
48.441,0.279,7.421,26.651,3355.646,0.417,9.445,2008.965,458.519,2283.275,0.735,612.969,0.22,0.158,Pipe_3
51.672,0.58,6.919,50.544,3549.099,0.712,13.097,913.682,1238.373,7297.215,0.483,1570.829,2.223,0.779,Pipe_3
61.728,0.581,6.236,44.896,3729.029,0.831,3.904,677.627,590.707,1657.716,0.678,1520.559,2.46,0.542,Pipe_2
21.452,0.031,8.034,7.086,1787.499,0.432,7.171,3784.443,1465.007,827.712,2.619,239.871,0.059,0.122,Pipe_3
30.098,0.124,8.402,2.763,1561.951,0.433,7.584,3560.268,1042.374,5039.597,2.207,346.148,0.041,0.094,Pipe_3
45.152,0.268,7.429,32.438,3475.95,0.477,13.485,2422.737,589.404,8282.874,0.905,656.552,0.407,0.159,Pipe_3
40.19,0.174,7.325,34.185,3999.994,0.427,1.579,1890.899,208.95,2776.98,1.077,543.089,0.632,0.148,Pipe_1
30.66,0.128,8.119,3.808,1860.868,0.326,12.493,4168.694,1220.98,9018.11,2.607,113.756,0.128,0.051,Pipe_1
73.766,0.61,6.279,49.037,3991.499,0.868,13.937,1266.175,337.239,7377.654,0.496,1159.954,2.154,0.9,Pipe_3
49.546,0.429,7.25,18.396,3221.782,0.473,12.517,2711.968,1059.454,4963.776,1.152,651.855,0.576,0.177,Pipe_2
30.236,0.064,8.419,13.246,2039.447,0.331,8.276,4097.667,1131.923,5580.692,1.88,454.47,0.1,0.075,Pipe_3
43.542,0.181,7.385,26.195,3640.854,0.56,6.352,2002.607,1202.419,5197.317,0.747,652.471,1.066,0.234,Pipe_3
47.263,0.424,7.908,19.044,3858.182,0.429,13.308,2107.707,135.379,7896.559,0.864,746.469,0.274,0.203,Pipe_1
42.055,0.174,7.253,18.783,3094.915,0.468,0.767,2158.212,689.026,2996.731,0.982,678.49,0.675,0.169,Pipe_2
48.861,0.205,7.67,15.299,3487.145,0.596,12.355,1821.172,1458.789,7917.642,0.89,677.105,0.452,0.181,Pipe_3
47.264,0.22,7.909,25.022,3035.486,0.545,5.836,2468.088,1051.852,937.929,0.701,558.404,0.643,0.213,Pipe_1
28.234,0.046,8.05,11.611,845.903,0.213,15.196,3686.955,999.835,5495.849,2.617,397.79,0.138,0.059,Pipe_1
36.29,0.041,8.359,14.692,1258.908,0.058,3.255,3616.722,1251.374,2452.11,2.071,206.55,0.124,0.108,Pipe_2
31.986,0.111,8.5,10.367,2119.965,0.223,7.784,3653.402,1089.51,4879.945,2.658,236.783,0.065,0.083,Pipe_3
49.095,0.386,7.358,31.168,3937.753,0.406,11.701,1909.577,659.313,4189.58,0.825,628.485,0.274,0.224,Pipe_3
62.387,0.594,6.655,54.835,5686.467,0.881,12.976,1003.281,926.453,6858.732,0.279,1350.353,2.264,1.333,Pipe_1
36.566,0.083,8.371,11.338,2272.097,0.244,15.564,3651.403,1475.797,3221.21,2.002,253.379,0.13,0.108,Pipe_2
46.633,0.183,7.949,31.479,3841.087,0.568,6.215,1733.726,1190.588,8258.779,1.193,717.593,0.342,0.207,Pipe_1
39.489,0.322,7.953,18.99,3012.024,0.52,4.862,2860.555,914.97,2759.011,1.209,571.788,0.567,0.214,Pipe_2
43.719,0.325,7.398,36.799,3204.734,0.451,13.12,2203.273,1135.7,4679.662,0.918,648.972,1.076,0.247,Pipe_1
43.182,0.352,7.947,16.89,3333.607,0.557,8.225,2087.208,742.156,6854.897,0.914,657.345,0.778,0.24,Pipe_1
46.842,0.26,7.245,32.87,3774.962,0.563,4.062,2532.216,758.07,8156.97,0.733,549.382,0.457,0.16,Pipe_2
33.858,0.122,8.117,13.639,2872.471,0.138,17.082,4169.605,653.396,7208.147,1.959,484.995,0.116,0.113,Pipe_1
36.431,0.098,8.206,13.83,1741.597,0.319,11.265,3686.708,1154.742,2718.564,2.454,238.46,0.109,0.071,Pipe_2
63.517,0.508,6.818,69.726,6273.664,0.88,0.732,1189.797,573.853,7806.643,0.678,1114.6,2.32,0.38,Pipe_2
40.868,0.27,7.843,15.648,3687.32,0.571,10.579,1792.501,440.634,6929.36,0.851,669.829,0.325,0.235,Pipe_3
33.59,0.079,8.107,5.797,1684.259,0.114,15.985,4172.092,565.979,7868.1,2.712,474.07,0.063,0.115,Pipe_1
23.089,0.024,8.374,10.339,2566.031,0.437,8.072,4031.662,1457.832,7732.831,2.577,471.712,0.055,0.056,Pipe_3
36.178,0.122,8.465,10.23,1629.463,0.49,15.523,3705.33,1286.088,8712.579,2.213,434.962,0.126,0.096,Pipe_1
30.557,0.026,8.457,3.208,948.64,0.244,3.461,3697.511,952.609,4579.907,2.385,156.871,0.063,0.13,Pipe_2
45.882,0.294,7.2,38.004,3203.551,0.48,14.806,2576.141,614.428,6616.313,1.38,564.229,0.673,0.157,Pipe_1
42.814,0.409,7.935,21.372,3769.828,0.561,16.731,2826.732,352.565,8258.109,1.22,540.769,1.085,0.175,Pipe_2
40.825,0.355,7.744,16.79,3650.752,0.585,1.963,1841.01,715.595,8309.849,1.091,704.541,0.884,0.141,Pipe_1
72.246,0.499,6.918,65.976,6811.208,0.783,9.097,944.945,727.895,1851.071,0.395,1473.848,2.467,0.911,Pipe_1
70.613,0.595,6.319,47.166,6889.765,0.747,12.201,544.87,618.029,1219.78,0.221,1021.321,2.02,1.396,Pipe_3
38.88,0.289,7.852,36.927,3149.604,0.551,3.107,2594.396,1009.987,8145.472,0.987,733.088,0.683,0.153,Pipe_2
47.977,0.283,7.779,35.291,3971.2,0.597,4.404,2185.984,516.446,6650.519,1.04,725.281,0.641,0.219,Pipe_1
23.709,0.059,8.46,3.649,2479.297,0.473,7.557,3875.365,1132.829,6780.558,2.656,347.933,0.14,0.075,Pipe_1
28.616,0.066,8.547,8.329,115.414,0.322,5.973,3956.79,585.886,4961.584,2.341,392.011,0.115,0.102,Pipe_1
32.914,0.048,8.54,6.852,431.42,0.324,14.744,3982.077,709.223,834.116,2.497,129.633,0.144,0.1,Pipe_1
41.198,0.251,7.164,33.785,3517.939,0.402,12.287,2141.8,439.246,5627.601,1.011,709.44,1.038,0.233,Pipe_3
27.202,0.045,8.066,6.652,2375.232,0.195,0.29,3723.504,928.533,8500.454,2.253,164.059,0.129,0.084,Pipe_1
53.495,0.48,6.272,52.321,4707.998,0.822,12.858,1383.849,1515.92,2367.402,0.265,1194.314,2.429,1.46,Pipe_2
38.824,0.155,7.942,38.783,3388.237,0.464,4.205,2382.724,1080.164,983.311,1.2,619.721,1.071,0.211,Pipe_3
38.492,0.363,7.958,24.824,3963.254,0.432,16.166,2137.82,976.894,3889.277,1.093,567.529,0.814,0.179,Pipe_3
73.095,0.473,6.925,47.005,3816.425,0.717,2.439,1495.479,185.95,7968.519,0.667,1396.578,2.384,1.56,Pipe_3
32.749,0.128,8.462,6.8,2446.874,0.453,15.544,3835.248,665.021,945.644,2.39,490.14,0.042,0.052,Pipe_1
40.79,0.253,7.441,30.269,3029.495,0.448,2.827,2117.304,743.034,2662.619,1.051,657.963,0.878,0.148,Pipe_2
42.219,0.309,7.924,30.943,3595.782,0.495,16.898,2765.791,1386.625,5446.358,0.841,639.61,0.235,0.169,Pipe_3
46.609,0.411,7.765,29.799,3152.914,0.518,12.266,1949.642,470.231,1933.554,1.447,613.224,0.895,0.197,Pipe_2
29.634,0.075,8.322,8.803,1412.283,0.283,4.813,3521.587,1524.621,7029.795,2.313,78.031,0.093,0.067,Pipe_2
40.909,0.24,7.987,16.915,3930.625,0.464,9.486,2314.797,1394.017,180.729,0.901,737.183,1.093,0.242,Pipe_3
28.005,0.096,8.307,9.943,174.55,0.45,0.887,4173.579,216.346,5014.512,2.128,456.904,0.037,0.076,Pipe_1
25.567,0.107,8.117,2.893,2856.472,0.213,6.502,3991.172,669.626,6567.902,1.958,447.396,0.09,0.094,Pipe_2
28.527,0.116,8.424,5.481,473.241,0.157,5.447,3720.637,658.647,9022.973,2.622,322.208,0.103,0.118,Pipe_2
28.821,0.028,8.276,12.388,1253.947,0.252,9.47,4054.386,245.875,6452.223,2.326,427.547,0.11,0.1,Pipe_1
26.645,0.099,8.214,5.005,294.484,0.074,9.06,3956.465,331.864,229.331,2.497,469.245,0.135,0.067,Pipe_3
22.844,0.125,8.264,14.437,556.234,0.422,11.302,3641.419,1348.086,3556.547,2.589,439.64,0.064,0.12,Pipe_1
23.092,0.109,8.038,13.456,1846.603,0.46,13.215,3519.709,718.715,6804.96,1.976,341.138,0.061,0.072,Pipe_1
32.544,0.072,8.518,14.759,521.589,0.092,4.368,3971.689,1067.437,7997.327,1.968,343.26,0.028,0.126,Pipe_3
